com_id,com_nam,lin_ima,spo_nam,aff_com_nam,tot_rec,tot_dis,cas_on_han,cov_end_dat
C00381384,13TH COLONY LEADERSHIP COMMITTEE INC,http://docquery.fec.gov/cgi-bin/fecimg/?C00381384,,JOHN HEDDENS KINGSTON,"$15,009.70","$20,852.00","$64,897.11",2013-06-30
C00498709,19TH STAR PAC INC; THE,http://docquery.fec.gov/cgi-bin/fecimg/?C00498709,"LUGAR, SEN. RICHARD G.",LUGAR,"$9,066.90","$6,283.00","$90,583.86",2013-09-30
C00361956,21ST CENTURY MAJORITY FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00361956,,JOHNNY ISAKSON,"$378,948.80","$321,854.50","$300,405.86",2013-11-30
C00315747,21ST CENTURY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00315747,"MCKEON, HOWARD",MCKEON,"$158,910.50","$110,926.90","$56,414.86",2013-10-31
C00448563,3RD AND LONG PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00448563,,HEATH SHULER FOR CONGRESS,,$600.00,"$6,732.19",2013-10-31
C00416552,3T PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00416552,"RAHALL, NICK",,"$10,000.00","$32,760.00","$28,604.61",2013-06-30
C00543504,4MA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00543504,,JOSEPH P KENNEDY III,"$22,000.20","$13,657.70","$8,342.46",2013-09-30
C00457044,A MORE PERFECT UNION,http://docquery.fec.gov/cgi-bin/fecimg/?C00457044,"JACKSON, JR., JESSE","JACKSON, JR.",,$997.10,,2013-01-11
C00458570,A NEW DIRECTION PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00458570,,SENATOR JEANNE SHAHEEN,"$25,500.00","$32,778.70","$15,633.99",2013-06-30
C00471813,ACCOUNTABILITY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00471813,,BILL POSEY,,,"$7,695.00",2013-06-30
C00411579,ACTON PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00411579,"WESTMORELAND, LYNN",WESTMORELAND,"$83,500.00","$88,698.50","$7,022.40",2013-10-31
C00508929,ADIRONDACK JOBS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00508929,,WILLIAM L OWENS,"$5,000.00","$5,473.20","$17,396.61",2013-06-30
C00368571,ADVANCE THE MAJORITY POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00368571,"MILLER, JEFFERSON B.",,,"$21,842.30","$4,334.40",2013-06-30
C00387464,ALAMO PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00387464,"CORNYN, JOHN",CORNYN,"$303,025.40","$329,542.90","$227,879.76",2013-07-15
C00344788,ALL AMERICA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00344788,,EVAN BAYH,"$27,008.40","$7,115.90","$428,333.94",2013-09-30
C00451278,"ALL NEW SOLAR, WIND & EFFICIENCY RESOURCES PAC (ANSWER PAC)",http://docquery.fec.gov/cgi-bin/fecimg/?C00451278,,CONGRESSMAN JOHN HALL,,,"$1,263.45",2013-06-30
C00483628,ALL POWER TO THE PEOPLE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00483628,"RUSH, BOBBY",RUSH,,$90.00,$532.08,2013-06-30
C00493221,ALLEN WEST GUARDIAN FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00493221,,ALLEN B WEST,"$1,346,094.60","$636,933.90","$728,054.26",2013-06-30
C00095109,ALLIANZ OF AMERICA CORPORATION/FIREMAN'S FUND POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00095109,,ALLIANZ OF AMERICA CORPORATION,"$59,367.00","$52,050.00","$68,388.21",2013-11-30
C00411967,ALOHA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00411967,,NEIL ABERCROMBIE,,"$1,149.40","$5,423.77",2013-06-30
C00427187,AMERICA FIRST POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00427187,,GARY MILLER,"$6,600.00","$16,316.60","$23,142.00",2013-06-30
C00494864,AMERICA FIRST-GREGORY FOR OHIO PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00494864,,,,,,
C00403675,AMERICA FORWARD LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00403675,"CONYERS, JOHN",CONYERS,"$6,000.00","$19,593.00",$998.78,2013-06-30
C00511196,AMERICA NOW,http://docquery.fec.gov/cgi-bin/fecimg/?C00511196,"CARSON, ANDRE",CARSON,"$15,000.00","$13,500.00","$10,010.00",2013-11-30
C00331694,AMERICA WORKS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00331694,,FRIENDS OF SHERROD BROWN,"$131,500.00","$135,808.00","$13,452.95",2013-06-30
C00524314,AMERICA'S FIRST PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00524314,,ROB WITTMAN,,,"$4,000.00",2013-06-30
C00494757,AMERICA'S FUTURE FUND PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00494757,"RENACCI, JAMES",RENACCI,"$2,200.00","$40,002.50",$702.08,2013-09-30
C00375584,AMERICA'S LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00375584,,DEBBIE STABENOW,"$259,541.50","$234,756.90","$71,680.25",2013-11-05
C00436873,AMERICA'S OPPORTUNITY FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00436873,,HON. NORM MINETA,"$1,000.00","$8,994.30","$7,826.75",2013-06-30
C00492025,AMERICAN DEFENSE AND MILITARY PAC (ADAM PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00492025,,ADAM SMITH,"$12,500.00","$8,757.70","$11,584.12",2013-06-30
C00524033,AMERICAN FREEDOM PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00524033,,CONGRESSMAN TIM HUELSKAMP,"$5,000.00","$6,179.20","$17,846.11",2013-06-30
C00352757,AMERICAN LEADERSHIP COUNCIL PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00352757,,KNOLLENBERG FOR CONGRESS COMMITTEE,,"$4,706.90","$1,049.74",2013-06-30
C00553271,AMERICAN LEADERSHIP NOW (ALN PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00553271,,PETER T KING,,,,
C00495150,AMERICAN LIBERTY AND NATION PAC (ALAN PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00495150,"NUNNELEE, PATRICK ALAN",NUNNELEE,"$39,200.00","$17,110.00","$28,877.92",2013-06-30
C00439521,AMERICAN SECURITY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00439521,"ROGERS, MIKE",ROGERS,"$25,000.00","$25,522.10","$2,719.17",2013-09-30
C00383422,AMERICANS FOR REPUBLICAN LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00383422,"LANCE, LEONARD",,,"$3,800.00",$900.00,2013-06-30
C00375378,AMERICANS NATIONWIDE DEDICATED TO ELECTING REPUBLICANS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00375378,,HON. ANDER CRENSHAW,"$5,000.00","$12,012.50","$27,416.58",2013-06-30
C00271338,AMERIPAC: THE FUND FOR A GREATER AMERICA,http://docquery.fec.gov/cgi-bin/fecimg/?C00271338,,STENY HOYER,"$854,637.20","$1,047,618.00","$888,176.91",2013-10-31
C00527846,ANN MARIE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00527846,,ANN MARIE BUERKLE,,"$3,307.80","$7,395.96",2013-06-30
C00531764,ANN PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00531764,"WAGNER, ANN L",WAGNER,"$67,045.00","$17,636.30","$50,408.74",2013-09-30
C00540062,ANNIEPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00540062,"KUSTER, ANNIE",KUSTER,"$5,000.00",$415.00,"$4,610.00",2013-06-30
C00524777,APAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00524777,,,,"$10,151.50",$111.27,2013-06-30
C00416404,ARCH LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00416404,,RUSS CARNAHAN FOR CONGRESS,,"$22,595.10","$6,285.03",2013-06-30
C00413948,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00413948,"BOOZMAN, JOHN",,"$126,050.00","$83,849.50","$80,816.30",2013-06-30
C00461624,ARTICLE 1 POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00461624,,MR JOHN A YARMUTH,,,"$13,119.46",2013-06-30
C00490573,ASSOCIATION OF PHYSICIANS OF INDIAN ORIGIN POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00490573,,,,"$1,500.00","$11,886.44",2013-06-30
C00552489,AT THE TABLE!,http://docquery.fec.gov/cgi-bin/fecimg/?C00552489,,GRACE MENG,,,,
C00526301,ATHENA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00526301,,KATHY CASTOR,"$5,000.00","$1,000.00","$14,000.00",2013-09-30
C00545277,ATTAIN LLC PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00545277,,,,,,
C00506535,AX PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00506535,"DUFFY, SEAN",DUFFY,"$17,000.00","$8,301.30","$9,689.26",2013-10-31
C00382242,BADGERPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00382242,,CONGRESSMAN RON KIND,"$123,645.00","$83,972.20","$65,863.51",2013-06-30
C00543207,BADLANDS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00543207,,REP KEVIN CRAMER,,,,2013-06-30
C00428045,BART'S BRIDGE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00428045,,BART STUPAK,,"$16,218.30","$10,737.92",2013-09-30
C00364596,BATTLE BORN POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00364596,"ENSIGN, JOHN E",SENATE MAJORITY COMMITTEE 2008,,"$15,153.50",,2013-06-30
C00411850,BECAUSE ALL RESPONSIBLE TAXPAYERS LIKE EVERY TRUTH TOLD PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00411850,"BARTLETT, ROSCOE G. REP.",BARTLETT,$300.00,"$3,988.50",,2013-03-22
C00495457,BETTER GOVERNANCE FOR AFRICA,http://docquery.fec.gov/cgi-bin/fecimg/?C00495457,,,,,,
C00503581,BETTER LEADERSHIP - BETTER AMERICA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00503581,,MR EDWARD SCOTT RIGELL,"$10,000.00","$11,636.60",$340.81,2013-06-30
C00405050,BETTY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00405050,"MCCOLLUM, BETTY",MCCOLLUM,"$31,500.00","$22,983.80","$19,830.10",2013-11-30
C00529834,BFP,http://docquery.fec.gov/cgi-bin/fecimg/?C00529834,,,"$10,200.00",$95.80,"$10,544.03",2013-06-30
C00483727,BIG RED POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00483727,"TERRY, LEE",TERRY,"$65,500.00","$32,456.80","$59,251.67",2013-09-30
C00542027,BIG SKY OPPORTUNITY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00542027,,STEVE DAINES,"$15,050.00","$11,766.90","$3,283.00",2013-09-30
C00285098,BIG TENT PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00285098,"SPECTER, ARLEN",SPECTER,,"$4,702.00","$17,118.25",2013-06-30
C00412288,BILL PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00412288,"SHUSTER, WILLIAM F",SHUSTER,"$475,019.80","$272,011.30","$292,697.38",2013-10-31
C00527275,BILL PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00527275,,BILL FLORES,$40.00,"$2,407.70","$1,082.73",2013-06-30
C00505636,BISHOP PAC BUILDING INFRASTRUCTURE HARNESSING OUR PRIORITIES,http://docquery.fec.gov/cgi-bin/fecimg/?C00505636,"BISHOP, TIMOTHY",BISHOP,,$137.00,$254.15,2013-06-30
C00493700,BLUE HEN PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00493700,"COONS, CHRISTOPHER",COONS,"$86,100.00","$77,548.40","$19,199.13",2013-06-30
C00529693,BLUE MAJORITY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00529693,,MARK POCAN,,"$2,807.50","$3,351.50",2013-06-30
C00235655,BLUEGRASS COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00235655,"MCCONNELL, MITCH",MCCONNELL,"$141,944.40","$335,269.50","$178,634.65",2013-07-15
C00393603,BOOT PAC AKA BUILDING OUR OPPORTUNITIES TOGETHER PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00393603,"REHBERG, DENNIS",,"$1,090.00","$4,448.30",,2013-08-30
C00430819,BORN FIGHTING PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00430819,,,"$109,217.70","$9,078.30","$103,728.10",2013-06-30
C00433177,BOSPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00433177,"BOSWELL, LEONARD",,$3.10,$175.00,"$5,269.79",2013-09-30
C00430579,BRAVE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00430579,"SCOTT, DAVID",SCOTT,"$2,500.00",,"$4,817.27",2013-06-30
C00483487,BRETTPAC-THE LEADERSHIP PAC OF U.S.REPRESENATIVE BRETT GUTHRIE,http://docquery.fec.gov/cgi-bin/fecimg/?C00483487,,,"$38,545.50","$43,598.80","$19,323.19",2013-09-30
C00448472,BRINGING LEADERSHIP BACK PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00448472,,BRUCE L BRALEY,"$23,530.00","$13,631.40","$10,187.59",2013-06-30
C00366781,BUCKEYE LIBERTY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00366781,"JORDAN, JAMES",JORDAN,"$15,000.00","$49,156.10","$37,382.39",2013-06-30
C00491183,BUDGETHAWKS.COM,http://docquery.fec.gov/cgi-bin/fecimg/?C00491183,,JASON CHAFFETZ,"$9,775.00","$16,725.00","$9,444.70",2013-06-30
C00377143,BUILD AMERICA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00377143,"MEEKS, GREGORY",MEEKS,"$15,007.50","$21,382.20","$12,339.18",2013-06-30
C00412221,BUILDING A MAJORITY PAC (BAMPAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00412221,"MIKULSKI, BARBARA",,"$121,700.00","$117,235.60","$50,174.94",2013-11-30
C00505693,BUILDING EFFECTIVE RESPONSIBLE GOVERNMENT PAC (BERG PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00505693,"BERG, RICHARD",BERG,,"$1,775.00","$37,377.00",2013-06-30
C00489427,BUILDING LEADERSHIP AND INSPIRING NEW ENTERPRISE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00489427,"LUETKEMEYER, W BLAINE",LUETKEMEYER,,"$2,691.00","$1,313.22",2013-09-30
C00510248,BUILDING OUR BASE - BOB PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00510248,,MR ROBERT B GIBBS,"$5,000.00","$21,971.70",$966.13,2013-06-30
C00399196,BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PAC (BRIDGE PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00399196,"CLYBURN, JAMES E",CLYBURN,"$600,000.00","$309,263.50","$447,421.60",2013-10-31
C00347443,CACTUS POLITICAL ACTION COMMITTEE (PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00347443,"PASTOR, ED L",,"$5,001.00","$2,990.00","$25,467.01",2013-09-30
C00491985,CAJUN POLITICAL ACTION COMMITTEE (CAJUNPAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00491985,,CONGRESSMAN JEFF LANDRY (SPONSOR),,$15.00,"$1,379.71",2013-09-30
C00359430,CALPAC - CALIFORNIA AGGRESSIVE LEADERSHIP,http://docquery.fec.gov/cgi-bin/fecimg/?C00359430,,LATINO PAC,"$5,150.00","$3,664.40","$15,241.87",2013-06-30
C00386300,CALUMET PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00386300,"VISCLOSKY, PETER",,"$35,000.00","$15,957.90","$40,480.94",2013-06-30
C00441501,CAMPAIGN FOR CHANGE,http://docquery.fec.gov/cgi-bin/fecimg/?C00441501,,,"$19,093.40","$171,598.00","$538,634.67",2013-06-30
C00409508,CAMPAIGN FOR OUR COUNTRY,http://docquery.fec.gov/cgi-bin/fecimg/?C00409508,"KERRY, JOHN",KERRY,$10.40,"$28,079.40",,2013-07-25
C00388959,CAP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00388959,"MCCARTHY, REP. CAROLYN",MCCARTHY,,$353.20,"$2,495.51",2013-06-30
C00506907,CAPAC LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00506907,,JUDY CHU,"$33,925.00","$15,700.10","$24,369.12",2013-10-31
C00341990,CAROLYN'S PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00341990,,,"$37,700.00","$21,320.00","$53,629.66",2013-09-30
C00544411,CATALYST PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00544411,"RADEL, HENRY",RADEL,,,,2013-06-30
C00511840,CAVPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00511840,,MIKE POMPEO,"$43,250.00","$4,588.10","$65,205.39",2013-06-30
C00440024,CHAMPIONS OF AMERICAN FREEDOM PAC (CAFPAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00440024,"MCCOTTER, THADDEUS G MR.",,,"$8,503.80",,2013-06-30
C00540906,CHERPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00540906,,CHERI BUSTOS,,,,2013-06-30
C00492819,CHESAPEAKE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00492819,"HARRIS, ANDREW",HARRIS,"$37,500.00","$50,944.60","$3,798.84",2013-11-30
C00469411,CHUTZPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00469411,,HOWARD L BERMAN,"$13,336.30","$32,314.50","$3,295.78",2013-09-30
C00491654,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00491654,,PATRICK JOSEPH TOOMEY,"$455,115.00","$294,660.10","$193,340.10",2013-10-31
C00524322,CITIZENS STRENGTHENING OUR MAJORITY IN THE HOUSE (C SMITH PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00524322,,CHRIS SMITH,"$2,451.40",$186.00,"$2,508.80",2013-09-30
C00469429,CMR POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00469429,,CATHY MCMORRIS RODGERS,"$116,500.00","$85,828.80","$35,902.51",2013-06-30
C00400457,COME BACK POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00400457,,TIM MURPHY,,"$1,378.40","$3,927.73",2013-06-30
C00427286,"COMMERCE, HOPE, INNOVATION & PROGRESS PAC",http://docquery.fec.gov/cgi-bin/fecimg/?C00427286,,,,,,2013-09-30
C00485565,COMMITTED TO PROTECTING OUR COUNTRY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00485565,,CHRISTOPHER P CARNEY,,,,
C00451609,COMMITTED TO WIN PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00451609,"HASTINGS FOR CONGRESS, HASTINGS FOR CONGRES",HASTINGS FOR CONGRESS,,"$7,500.00","$8,685.40",2013-09-30
C00370122,COMMITTEE FOR A DEMOCRATIC FUTURE,http://docquery.fec.gov/cgi-bin/fecimg/?C00370122,"DELAURO, ROSA L",DELAURO,"$26,072.80","$37,172.60",$689.81,2013-06-30
C00323352,COMMITTEE FOR A LIVABLE FUTURE,http://docquery.fec.gov/cgi-bin/fecimg/?C00323352,"BLUMENAUER, EARL",BLUMENAUER CENTURY FUND,"$77,323.70","$75,296.10","$38,342.93",2013-11-30
C00366666,COMMITTEE FOR LEADERSHIP AND PROGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?C00366666,"LOWEY, NITA",,"$17,000.00","$5,266.90","$34,727.11",2013-06-30
C00196824,COMMITTEE FOR PROGRESSIVE CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?C00196824,"OBEY, DAVID",,,"$1,252.50","$20,481.08",2013-11-30
C00362236,COMMITTEE FOR SOUTHWEST VIRGINIA,http://docquery.fec.gov/cgi-bin/fecimg/?C00362236,,BOUCHER FOR CONGRESS,"$5,247.60",-$753.00,"$239,928.16",2013-09-30
C00492165,COMMITTEE TO STRENGTHEN AMERICA; THE,http://docquery.fec.gov/cgi-bin/fecimg/?C00492165,,ROBERT E. ANDREWS,"$15,000.00","$16,833.90","$67,100.96",2013-06-30
C00542746,COMMON GOOD FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00542746,,JAMES MCDERMOTT,,,,2013-06-30
C00538835,COMMON GROUND PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00538835,"KAINE, TIMOTHY",KAINE,"$590,010.50","$395,706.80","$295,156.63",2013-07-15
C00491936,COMMON SENSE COLORADO,http://docquery.fec.gov/cgi-bin/fecimg/?C00491936,,MICHAEL BENNET,"$284,500.00","$217,732.70","$89,318.89",2013-06-30
C00345058,COMMON SENSE COMMON SOLUTIONS POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00345058,"GRANGER, KAY",GRANGER,"$7,500.00","$9,000.90","$7,007.13",2013-06-30
C00491142,COMMON SENSE DEMOCRAT PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00491142,,STEPHEN F LYNCH,,$30.00,"$4,895.00",2013-06-30
C00442368,COMMON VALUES PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00442368,,BARRASSO VICTORY COMMITTEE,"$233,650.00","$178,984.20","$144,911.09",2013-06-30
C00498931,COMMONWEALTH PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00498931,,,"$16,000.00","$5,359.80","$17,865.85",2013-09-30
C00540989,COMMUNITY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00540989,,"HENRY C ""HANK"" JOHNSON JR",$50.00,,$50.00,2013-06-30
C00481176,CONCERNED AMERICANS FOR FREEDOM & OPPORTUNITY PAC (CAFO PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00481176,,ADRIAN SMITH,"$40,308.20","$44,573.00","$5,383.61",2013-10-31
C00117721,CONGRESSIONAL MAJORITY COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00117721,,,,"$17,888.70","$104,787.67",2013-06-30
C00427401,CONSERVATIVE & REPUBLICAN TOGETHER EQUALS RESULTS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00427401,"CARTER, JOHN R.",CARTER,"$2,000.00",$280.90,"$15,033.08",2013-06-30
C00488155,CONSERVATIVE AMERICAN NETWORK DELIVERING INCREASED CONGRESSIONAL EXCELLENCE (CANDICE-PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00488155,"MILLER, CANDICE",MILLER,"$30,000.00","$35,568.40","$9,358.36",2013-09-30
C00388223,CONSERVATIVE LEADERSHIP FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00388223,"FORBES, J. RANDY",FORBES,"$5,000.00","$14,435.00","$6,215.55",2013-06-30
C00409458,CONSERVATIVE OPPORTUNITIES FOR A NEW AMERICA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00409458,,CONAWAY MAJORITY FUND,"$71,000.00","$16,038.00","$74,188.29",2013-06-30
C00404392,CONSERVATIVE OPPURTUNITY LEADERSHIP AND ENTERPRISE PAC (COLE PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00404392,,TOM COLE,"$61,200.00","$37,048.70","$59,280.81",2013-06-30
C00428839,CONSERVATIVE PRINCIPLES PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00428839,,STEVEN KING,"$8,000.00",$370.00,"$11,911.25",2013-09-30
C00549725,CONSERVATIVE ROUNDTABLE,http://docquery.fec.gov/cgi-bin/fecimg/?C00549725,,GEORGE E B HOLDING,,,,
C00494559,CONSERVATIVES ORGANIZED TO ADVANCE TOMORROW'S SOLUTIONS (COATS PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00494559,,DANIEL R COATS,"$79,031.90","$52,060.30","$71,355.69",2013-06-30
C00502187,CONSERVATIVES RESTORING EXCELLENCE (CRE-PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00502187,"ELLMERS, RENEE",ELLMERS,"$19,625.00","$13,087.90","$8,518.97",2013-10-16
C00497362,CONSTITUTIONAL CONSERVATIVES FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00497362,"LEE, MIKE",LEE,"$30,086.00","$32,290.60","$20,640.94",2013-10-31
C00350462,CONTINUING A MAJORITY PARTY ACTION COMMITTEE (CAMPAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00350462,,DAVID LEE CAMP,"$348,737.70","$360,530.60","$82,071.32",2013-10-31
C00525592,COOL PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00525592,"WEBSTER, DANIEL",WEBSTER,,"$12,000.00","$2,500.00",2013-06-30
C00445908,CORAL REEF PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00445908,,CLARKE FOR CONGRESS,,,,
C00497131,"CORY PAC, INC.",http://docquery.fec.gov/cgi-bin/fecimg/?C00497131,"BOOKER, CORY",BOOKER,"$43,000.80","$47,822.10","$45,126.85",2013-06-30
C00457705,COUNTRY FIRST POLITICAL ACTION COMMITTEE INC. (COUNTRY FIRST PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00457705,,PATRIOT FIRST PAC,"$290,739.90","$698,554.50","$125,270.81",2013-11-30
