com_id,com_nam,lin_ima,spo_nam,aff_com_nam,tot_rec,tot_dis,cas_on_han,cov_end_dat
C00484402,COUNTRY ROADS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00484402,"MANCHIN, JOE",MANCHIN,"$201,840.80","$109,446.20","$133,904.55",2013-11-30
C00522060,DAGNY POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00522060,,CYNTHIA LUMMIS,,,"$1,909.00",2013-06-30
C00493072,DAKOTA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00493072,,,"$55,600.00","$50,828.60","$5,180.24",2013-06-30
C00536607,DAKOTA PRAIRIE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00536607,,HEIDI HEITKAMP,"$135,000.00","$95,584.70","$39,415.26",2013-06-30
C00364356,DAKPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00364356,,KENT CONRAD,,,,
C00387134,DANIEL WEBSTER PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00387134,"SUNUNU, JOHN E",,$.40,"$3,140.00","$3,390.38",2013-06-30
C00410787,DANPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00410787,,,"$10,025.10","$53,006.00",,2013-07-16
C00455360,DAWG PAC - DEMOCRATS AGAINST WASTE IN GOVERNMENT,http://docquery.fec.gov/cgi-bin/fecimg/?C00455360,"BARROW, JOHN",JOHN BARROW,"$32,850.00","$35,149.10","$89,574.86",2013-06-30
C00540393,DBM PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00540393,,DAVID B MCKINLEY,,,,2013-10-31
C00427930,DEDICATED TO ESTABLISHING NATIONAL TEAMWORK PAC (DENT PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00427930,"DENT, CHARLES W.",,"$5,000.00","$15,020.00","$5,963.25",2013-10-31
C00455741,DEEP BLUE,http://docquery.fec.gov/cgi-bin/fecimg/?C00455741,,,"$20,000.00","$8,219.40","$13,582.00",2013-09-30
C00325993,DEFEND AMERICA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00325993,,SENATOR RICHARD SHELBY,"$489,073.80","$291,870.40","$4,308,809.42",2013-10-31
C00463331,DEFENDING AMERICA'S FUTURE,http://docquery.fec.gov/cgi-bin/fecimg/?C00463331,"FRANKS, TRENT",FRANKS,"$24,030.00","$27,130.40",$426.78,2013-09-30
C00497594,DEFENDING AMERICA'S VALUES EVERYWHERE (TEAM DAVE),http://docquery.fec.gov/cgi-bin/fecimg/?C00497594,,DAVID SCHWEIKERT,"$21,000.00","$20,810.60",$229.33,2013-06-30
C00499996,DEFENDING AND INVESTING IN AMERICA'S NEW ENDEAVORS PAC (DIANE PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00499996,"BLACK, DIANE",BLACK,"$43,156.30","$18,982.40","$30,583.11",2013-10-31
C00531632,DEFENSE ECONOMIC RENEWAL EDUCATION AND KNOWLEDGE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00531632,,DEREK KILMER,"$10,100.00","$25,983.50","$1,871.25",2013-06-30
C00523670,DEL PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00523670,,JOHN CARNEY,"$7,500.00","$12,473.50","$4,090.00",2013-06-30
C00423079,DEMOCRATS RESHAPING AMERICA (DREAMPAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00423079,"SANCHEZ, LINDA",SANCHEZ,"$7,500.00","$13,012.00",$270.15,2013-06-30
C00450577,DEMOCRATS TIME IN NEVADA,http://docquery.fec.gov/cgi-bin/fecimg/?C00450577,"TITUS, DINA",TITUS,"$4,000.00","$1,364.70","$8,148.33",2013-06-30
C00448001,DEMOCRATS UNITED TO CHANGE AND HOPE PAC (DUTCH PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00448001,,C.A. DUTCH RUPPERSBERGER,"$24,000.00","$20,049.50","$16,967.70",2013-06-30
C00425470,DEMOCRATS WIN SEATS (DWS PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00425470,"WASSERMAN SCHULTZ, DEBBIE",WASSERMAN SCHULTZ,"$423,336.60","$181,751.60","$334,033.25",2013-06-30
C00438291,DENALI LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00438291,"MURKOWSKI, LISA",MURKOWSKI,"$116,091.00","$82,256.90","$166,333.09",2013-06-30
C00500223,DIAMOND PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00500223,,,"$12,500.00","$9,620.00","$4,941.91",2013-06-30
C00391797,DIRIGO PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00391797,,SENATOR SUSAN M. COLLINS,"$63,550.90","$99,757.50","$138,766.74",2013-07-15
C00396721,DOC PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00396721,"GINGREY, J. PHILLIP",GINGREY,"$43,500.00","$69,702.90","$27,586.89",2013-10-31
C00531756,DOUGLASPAC-DOING OUR UTMOST FOR GOD LIBERTY AND SECURITY,http://docquery.fec.gov/cgi-bin/fecimg/?C00531756,,DOUGLAS LAMBORN,"$2,500.00",$7.80,"$13,484.34",2013-06-30
C00467837,EDPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00467837,"PERLMUTTER, ED",PERLMUTTER,"$27,000.00","$29,344.00","$8,776.07",2013-06-30
C00329292,EDUCATION & OPPORTUNITY FUND II,http://docquery.fec.gov/cgi-bin/fecimg/?C00329292,"WU, DAVID",WU,,"$26,983.70","$6,334.41",2013-06-30
C00442590,EFFECTIVE LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00442590,,,"$48,815.70","$49,660.20",$547.23,2013-09-30
C00477067,EMPIRE POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00477067,,KIRSTEN E. GILLIBRAND,"$94,000.00","$54,018.20","$136,186.21",2013-07-15
C00426122,EMPOWERING EACH COMMUNITY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00426122,,CONGRESSMAN ELIJAH CUMMINGS,$9.30,$5.00,"$7,396.00",2013-09-30
C00390161,EUREKA POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00390161,"CALVERT, KEN",CALVERT,"$29,500.00","$28,660.00","$9,751.33",2013-10-31
C00384701,EVERY REPUBLICAN IS CRUCIAL (ERICPAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00384701,,CANTOR LEADERSHIP FUND,"$2,059,321.30","$2,440,295.10","$501,188.40",2013-10-31
C00509174,EVERYBODY COUNTS EVERYBODY MATTERS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00509174,,KEITH ELLISON,,$197.50,$335.25,2013-06-30
C00541078,EXCELSIOR PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00541078,"REED, THOMAS W II",REED,"$17,000.00",,"$17,000.00",2013-06-30
C00467431,EYE OF THE TIGER POLITICAL ACTION COMMITTEE; THE,http://docquery.fec.gov/cgi-bin/fecimg/?C00467431,,STEVE SCALISE,"$98,213.80","$69,243.10","$38,569.99",2013-06-30
C00540955,FEARLESS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00540955,,JARED POLIS,"$134,520.00","$84,052.90","$50,467.07",2013-06-30
C00520841,FIGHTIN' NINTH POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00520841,,H MORGAN GRIFFITH,,,"$4,975.61",2013-06-30
C00528075,FIRST CAPITAL PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00528075,"PERRY, SCOTT",PERRY,,"$1,822.60","$1,508.47",2013-09-30
C00540146,FIRST IN FREEDOM PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00540146,"HUDSON, RICHARD",HUDSON,"$5,000.00","$3,346.90","$6,678.07",2013-06-30
C00531822,FIRST PRINCIPLES FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00531822,"DESANTIS, RON",DESANTIS,"$5,000.00",,"$7,141.53",2013-09-30
C00363648,FIRST STATE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00363648,"CARPER, THOMAS",,"$168,179.80","$136,028.10","$48,721.27",2013-07-15
C00479253,FIRST TEAM PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00479253,,TOM ROONEY,"$17,500.00","$1,876.90","$18,021.27",2013-10-31
C00432930,FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00432930,"FLAKE, JEFF",FLAKE,"$86,067.00","$57,903.20","$34,507.09",2013-06-30
C00450247,FLORIDA DELIVERS LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00450247,"BROWN, REP. CORRINE",BROWN,"$10,000.00","$25,348.20","$10,968.41",2013-06-30
C00527911,FLORIDA FORUM FOR SOCIAL JUSTICE,http://docquery.fec.gov/cgi-bin/fecimg/?C00527911,,NICHOLAS RUIZ III,,,$96.61,2013-06-30
C00431874,FOLLOW THE NORTH STAR FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00431874,"KLOBUCHAR, AMY J",,"$153,300.00","$133,678.10","$21,648.66",2013-06-30
C00409672,FOR AMERICAS REPUBLICAN MAJORITY PAC (FARM PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00409672,,IOWANS FOR LATHAM,"$92,797.80","$82,160.70","$15,208.67",2013-10-31
C00426494,FOR OUR REPUBLIC'S TRADITIONS FUND AKA FORT FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00426494,,JEFF FORTENBERRY,"$10,000.00","$13,810.90",$37.96,2013-10-31
C00447557,FORGING THE FUTURE FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00447557,,,,"$4,250.00","$3,002.00",2013-06-30
C00412791,FORWARD TOGETHER PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00412791,"WARNER, MARK",WARNER,"$112,670.00","$322,695.70","$140,594.24",2013-11-30
C00525212,FOXX PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00525212,"FOXX, VIRGINIA",FOXX,,$708.50,"$37,970.70",2013-06-30
C00527531,FREE MARKETS PAC INC,http://docquery.fec.gov/cgi-bin/fecimg/?C00527531,,PITTENGER VICTORY FUND,"$49,500.00","$49,015.30",$551.80,2013-06-30
C00455717,FREE STATE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00455717,"MORAN, JERRY",MORAN,"$103,061.10","$151,243.40","$116,819.66",2013-06-30
C00437061,FREEDOM AND SECURITY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00437061,,JOHN P. KLINE,"$117,500.00","$131,695.40","$12,220.39",2013-10-31
C00390674,FREEDOM FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00390674,"CRAPO, MICHAEL",CRAPO,"$501,151.20","$219,022.30","$910,425.09",2013-06-30
C00491910,FREEDOM MATTERS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00491910,"OLSON, PETER",OLSON,"$20,600.00","$20,928.40","$5,802.93",2013-10-31
C00482703,FREEDOM PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00482703,,BROUN FREEDOM FUND,"$5,000.00","$4,301.40",$732.12,2013-06-30
C00305805,FREEDOM PROJECT; THE,http://docquery.fec.gov/cgi-bin/fecimg/?C00305805,"BOEHNER, JOHN A.",BOEHNER,"$1,498,799.80","$1,187,434.20","$583,608.84",2013-10-31
C00425447,FREEDOM SECURITY PROSPERITY PAC (FSP PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00425447,"MACK, CONNIE",MACK,,"$7,358.80",,2013-01-31
C00549931,FRIENDS OF DETROIT CLUB PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00549931,,,,,,
C00541128,FULL HOUSE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00541128,,JOE HECK,"$5,000.00",$12.50,"$4,987.50",2013-06-30
C00326082,FUND FOR A CONSERVATIVE FUTURE,http://docquery.fec.gov/cgi-bin/fecimg/?C00326082,,SENATOR JAMES M. INHOFE,"$114,785.00","$86,814.30","$69,965.29",2013-06-30
C00512855,FUND FOR AMERICAN EXCEPTIONALISM: THE,http://docquery.fec.gov/cgi-bin/fecimg/?C00512855,,REP TODD ROKITA,"$7,500.00","$10,088.90","$4,957.25",2013-06-30
C00388934,FUND FOR AMERICAS FUTURE,http://docquery.fec.gov/cgi-bin/fecimg/?C00388934,,SEN. LINDSEY GRAHAM,"$146,015.00","$135,004.70","$41,207.55",2013-10-31
C00433219,FUND FOR THE MAJORITY,http://docquery.fec.gov/cgi-bin/fecimg/?C00433219,,THE HONORABLE DIANNE FEINSTEIN,"$63,000.00","$65,894.80","$13,564.36",2013-06-30
C00489906,FUNDING DEVELOPING LEADERSHIP POLITICAL ACTION COMMITTEE AKA FDL PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00489906,,FRANK D LUCAS,"$44,811.50","$29,497.30","$57,068.28",2013-06-30
C00504365,FUNDING REPUBLICANS SUPPORTING OPPORTUNITY AND GROWTH - JUMP POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00504365,,STEPHEN FINCHER,"$22,500.00","$18,254.90","$7,429.89",2013-10-31
C00269407,FUTURE LEADERS POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00269407,"LEWIS, JERRY",LEWIS,,"$1,840.60","$43,308.91",2013-10-31
C00494047,GENE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00494047,,RAYMOND EUGENE GREEN,"$2,500.00","$3,825.00","$21,700.55",2013-06-30
C00490235,GEORGIA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00490235,"GRAVES, JOHN",GRAVES,"$30,025.00","$25,733.10","$16,642.36",2013-10-31
C00516021,GETTING US INVOLVED NOW TRANSITIONING AMERICA PAC (GUINTA PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00516021,,FRANK GUINTA,,$406.30,"$1,516.38",2013-10-31
C00531517,GIVING US SECURITY POLITICAL ACTION COMMITTEE (GUS PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00531517,,GUS MICHAEL BILIRAKIS,,"$3,008.80","$2,491.24",2013-06-30
C00431478,GIVING WILLINGLY EMPOWERING NATIONALLY (GWEN) PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00431478,,GWEN MOORE,"$36,001.00","$24,863.30","$17,099.54",2013-06-30
C00353953,GLACIER PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00353953,,SENATOR MAX BAUCUS,"$465,761.00","$468,874.20","$38,609.67",2013-10-31
C00528596,GOH CONSERVATIVE PAC / LOUIEPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00528596,,,"$69,270.00","$26,979.30","$70,642.79",2013-09-30
C00523639,GOLDEN STATE LEADERSHIP PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00523639,"STRICKLAND, ANTHONY A",STRICKLAND,$456.30,"$8,262.20",$750.00,2013-09-30
C00543116,GOOD FRIENDS PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00543116,,SUZANNE BONAMICI,,,,2013-06-30
C00409185,"GOOD FUND, THE",http://docquery.fec.gov/cgi-bin/fecimg/?C00409185,,"GOODLATTE, ROBERT W.","$289,365.00","$189,019.40","$153,297.55",2013-10-31
C00317479,GOOD GOVERNMENT FOR AMERICA COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00317479,,GEORGE ALLEN,,,"$9,617.89",2013-09-30
C00448191,GOP GENERATION Y FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00448191,"SCHOCK, AARON",SCHOCK,"$165,530.20","$171,752.00","$24,183.70",2013-10-31
C00491472,GRANITE OATH PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00491472,,OVIDE M LAMONTAGNG,,$604.00,"$2,273.00",2013-09-30
C00497677,GRASS ROOTS INITIATIVE TO MAINTAIN OUR MAJORITY POLITICAL ACTION COMMITTEE A/K/A/GRIMM PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00497677,"GRIMM, MICHAEL",GRIMM,"$23,300.10","$25,032.50","$14,166.13",2013-06-30
C00381996,GRASSROOTS ORGANIZING ACTING & LEADING PAC - GOALPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00381996,"LEVIN, SANDER",,"$126,500.00","$117,761.00","$15,459.83",2013-06-30
C00432104,GREAT AMERICAN FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00432104,"BOREN, DAN",,,"$2,596.00","$58,312.23",2013-06-30
C00457747,GREAT LAND PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00457747,,MARK BEGICH,"$113,800.00","$90,649.70","$58,621.74",2013-06-30
C00452748,GREATER OPPORTUNITIES FOR LEADERSHIP DEVELOPMENT (GOLD PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00452748,"BISHOP, SANFORD",BISHOP,,$638.00,"$1,922.97",2013-06-30
C00526715,GREATER TOMORROW POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00526715,,GLENN THOMPSON,"$5,000.00","$5,020.00","$4,366.57",2013-06-30
C00409110,GREEN MOUNTAIN PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00409110,,PATRICK J. LEAHY,"$196,730.60","$209,555.40","$45,162.28",2013-06-30
C00455980,GREGGPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00455980,"HARPER, GREGG",HARPER,"$30,100.00","$30,855.60","$15,519.19",2013-06-30
C00470286,GROW MO POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00470286,"EMERSON, JO ANN",EMERSON,"$5,000.00","$9,427.90","$11,361.27",2013-06-30
C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00388793,,SPENCER BACHUS,"$17,000.00","$18,504.50","$11,900.16",2013-06-30
C00481978,GUTS POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00481978,,ALAN GRAYSON,,,,2013-10-31
C00464644,HARRIS COUNTY CONSERVATIVE CONGRESSIONAL CAMPAIGN,http://docquery.fec.gov/cgi-bin/fecimg/?C00464644,,FAULK FOR CONGRESS,,,,
C00415869,HARVEST PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00415869,,,,"$1,958.40","$3,761.92",2013-06-30
C00323576,HEALTH CARE LEADERSHIP COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00323576,,,"$14,250.00","$7,574.00","$25,897.11",2013-09-30
C00528414,HEALTHCARE FREEDOM FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00528414,,DAVID PHILLIP DR ROE,"$116,802.50","$69,480.90","$55,346.80",2013-06-30
C00342386,HEART PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00342386,,,,"$1,252.00","$8,659.54",2013-06-30
C00523381,HEARTDOCPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00523381,,LARRY D BUCSHON,"$4,000.00",,"$5,152.64",2013-06-30
C00409003,HEARTLAND VALUES PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00409003,,JOHN R THUNE,"$478,202.70","$244,661.70","$551,784.53",2013-06-30
C00548792,HECK PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00548792,,DENNIS HECK,,,,
C00471607,HELLERHIGHWATER PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00471607,,DEAN HELLER,"$170,000.00","$49,214.90","$141,174.28",2013-06-30
C00376038,HELP AMERICA'S LEADERS POLITICAL ACTION COMMITTEE (HALPAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00376038,"ROGERS, HAROLD",ROGERS,"$135,081.40","$134,515.50","$231,932.43",2013-06-30
C00496323,HELP UNITE REPUBLICANS TODAY POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00496323,,ROBERT HURT,"$51,430.00","$42,775.10","$37,755.97",2013-06-30
C00442467,HELPING ENSURE RESPONSIBLE GOVERNMENT BY ELECTING REPUBLICANS (H.E.R.G.E.R. PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00442467,,H.E.R.G.E.R. PAC #2,"$57,232.50","$1,360.80","$57,628.77",2013-06-30
C00213074,HILTON WORLDWIDE POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00213074,,HILTON HOTELS CORPORATION,"$91,305.00","$95,260.00","$6,007.02",2013-06-30
C00392738,HOLDING ONTO OREGON'S PRIORITIES,http://docquery.fec.gov/cgi-bin/fecimg/?C00392738,,WYDEN FOR OREGON,"$95,003.60","$56,697.20","$53,955.96",2013-06-30
C00492082,HOOSIERS FIRST PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00492082,,JOSEPH DONNELLY,"$65,500.00","$28,149.60","$84,782.00",2013-06-30
C00326439,HOUSE CONSERVATIVES FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00326439,"FLORES, BILL",FLORES,"$294,787.40","$169,781.10","$209,667.80",2013-10-31
C00542100,HOUSE LIBERTY FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00542100,,JAMES JORDAN,"$35,000.00",$337.60,"$34,662.37",2013-06-30
C00321596,HOUSE MAJORITY FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00321596,,JOHN LEWIS,"$11,000.00","$1,000.00","$21,062.11",2013-06-30
C00495911,HPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00495911,"HUNTSMAN, JON",HUNTSMAN,"$10,101.00","$10,083.80",$76.43,2013-06-30
C00512541,HUDSON VALLEY FUTURE FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00512541,,CONGRESSWOMAN NAN HAYWORTH,"$3,000.00","$8,055.00","$3,599.11",2013-10-31
C00549014,HUDSON VALLEY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00549014,,SEAN PATRICK MALONEY,,,,
C00503151,HUIZENGA MAJORITY FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00503151,,WILLIAM P HUIZENGA,"$10,000.00","$8,437.60","$12,217.70",2013-06-30
C00464727,HUSKY PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00464727,,JOE COURTNEY,,"$6,604.80","$2,648.97",2013-06-30
C00455840,I-PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00455840,"LOEBSACK, DAVID",,"$10,000.00","$14,434.30","$5,191.69",2013-09-30
C00484667,ICE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00484667,,FRIENDS OF ERIK PAULSEN,"$26,500.00","$18,908.00","$15,882.90",2013-09-30
C00544270,IDAHO CONSERVATIVE GROWTH FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00544270,,MICHAEL D CRAPO,"$4,000.00",,"$4,000.00",2013-06-30
C00530816,IMMIGRATION REFORM FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00530816,"GUTIERREZ, LUIS V.",GUTIERREZ,"$27,575.00","$7,221.60","$80,108.45",2013-06-30
C00348607,IMPACT,http://docquery.fec.gov/cgi-bin/fecimg/?C00348607,,CHARLES E. SCHUMER,"$407,635.90","$420,258.70","$44,229.86",2013-11-05
C00525238,IMPACT COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?C00525238,"TURNER, MICHAEL R REP",TURNER,"$9,000.00",$404.10,"$11,295.87",2013-06-30
C00380675,INDIVIDUALS DEDICATED TO ETHICS AND SCIENCE PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00380675,"DEGETTE, DIANA",,$2.60,"$1,046.40","$6,048.51",2013-06-30
C00547356,INLAND EMPIRE STRIKES PAC; THE,http://docquery.fec.gov/cgi-bin/fecimg/?C00547356,,MARK TAKANO,,,,
C00485383,INNOVATION FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00485383,,SCOTT MURPHY,,$150.70,,2013-03-31
C00371088,INTERACTIVE CORP POLITICAL ACTION COMMITTEE AKA IACPAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00371088,,,,"$11,000.00","$87,368.33",2013-09-30
C00450320,INVEST IN A STRONG AND SECURE AMERICA - ISSA PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00450320,,DARRELL ISSA,"$200,003.60","$87,478.20","$198,912.15",2013-06-30
C00402982,IRL PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00402982,"ROS-LEHTINEN, ILEANA",ROS-LEHTINEN,"$5,000.00","$2,705.60","$44,727.38",2013-10-31
C00405290,JAZZ PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00405290,,MARY L. LANDRIEU,"$222,915.90","$173,904.60","$131,144.60",2013-07-15
C00489112,JEFF PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00489112,,JEFF DENHAM,"$74,178.90","$95,598.60","$49,514.85",2013-11-30
C00363317,JERRY'S POLITICAL ACTION COMMITTEE (JERRY'S PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00363317,,NADLER FOR CONGRESS - REP. JERROLD NADLER,"$6,610.00","$22,382.10","$5,058.81",2013-11-30
C00522425,JET PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00522425,,ADAM KINZINGER,"$89,750.00","$99,096.70","$11,416.15",2013-10-31
C00449413,JJJ PAC,http://docquery.fec.gov/cgi-bin/fecimg/?C00449413,,REP. BETTY S. SUTTON,,"$1,939.00",,2013-02-01
C00494112,JOBS AND INNOVATION MATTER PAC (JIM PAC),http://docquery.fec.gov/cgi-bin/fecimg/?C00494112,"HIMES, JIM",HIMES,"$77,000.00","$54,405.40","$31,528.66",2013-06-30
C00536540,JOBS GROWTH AND FREEDOM FUND,http://docquery.fec.gov/cgi-bin/fecimg/?C00536540,"CRUZ, RAFAEL EDWARD TED",CRUZ,"$313,322.50","$129,785.90","$183,536.59",2013-06-30
